title,word_count,character_count,bigrams,lemma,pos,tag,dep,label,context_score,trigger_words,category
Battle of Heiligerlee (1536),4,28,"[('Battle', 'of'), ('of', 'Heiligerlee'), ('Heiligerlee', '('), ('(', '1536'), ('1536', ')')]","['battle', 'of', 'Heiligerlee', '1536']","['NOUN', 'ADP', 'PROPN', 'NUM']","['NN', 'IN', 'NNP', 'CD']","['ROOT', 'prep', 'pobj', 'appos']","['', '', 'PERSON', 'CARDINAL']","{'battle': 1.0, 'heiligerlee': 0.006383968371256215}","['battle', 'heiligerlee']",politics
Operation Pierce Arrow,3,22,"[('Operation', 'Pierce'), ('Pierce', 'Arrow')]","['Operation', 'Pierce', 'Arrow']","['PROPN', 'PROPN', 'PROPN']","['NNP', 'NNP', 'NNP']","['compound', 'compound', 'ROOT']","['', '', '']","{'operation': 1.0, 'pierce': 0.01632781564709176, 'arrow': 0.016378753921928932}","['operation', 'pierce', 'arrow']",international
Uprising in Serbia (1941),4,25,"[('Uprising', 'in'), ('in', 'Serbia'), ('Serbia', '('), ('(', '1941'), ('1941', ')')]","['uprise', 'in', 'Serbia', '1941']","['VERB', 'ADP', 'PROPN', 'NUM']","['VBG', 'IN', 'NNP', 'CD']","['ROOT', 'prep', 'pobj', 'appos']","['', '', 'GPE', 'DATE']","{'uprising': 1.0, 'serbia': 0.04801039862374274}","['uprising', 'serbia']",politics
2010 Gascoyne River flood,4,25,"[('2010', 'Gascoyne'), ('Gascoyne', 'River'), ('River', 'flood')]","['2010', 'Gascoyne', 'River', 'flood']","['NUM', 'PROPN', 'PROPN', 'NOUN']","['CD', 'NNP', 'NNP', 'NN']","['nummod', 'compound', 'compound', 'ROOT']","['DATE', 'LOC', 'LOC', '']","{'gascoyne': 0.08555022851676179, 'river': 1.0, 'flood': 0.5399307887060172}","['gascoyne', 'river', 'flood']",environment
Battle of Modena (1799),4,23,"[('Battle', 'of'), ('of', 'Modena'), ('Modena', '('), ('(', '1799'), ('1799', ')')]","['Battle', 'of', 'Modena', '1799']","['PROPN', 'ADP', 'PROPN', 'NUM']","['NNP', 'IN', 'NNP', 'CD']","['ROOT', 'prep', 'pobj', 'appos']","['', '', 'GPE', '']",{'battle_modena': 1.0},['battle_modena'],politics
1911 Imperial Conference,3,24,"[('1911', 'Imperial'), ('Imperial', 'Conference')]","['1911', 'Imperial', 'Conference']","['NUM', 'PROPN', 'PROPN']","['CD', 'NNP', 'NNP']","['nummod', 'compound', 'ROOT']","['DATE', 'ORG', 'ORG']","{'imperial': 0.2777779578839545, 'conference': 1.0}","['imperial', 'conference']",international
Demonstration of 20 June 1792,5,29,"[('Demonstration', 'of'), ('of', '20'), ('20', 'June'), ('June', '1792')]","['demonstration', 'of', '20', 'June', '1792']","['NOUN', 'ADP', 'NUM', 'PROPN', 'NUM']","['NN', 'IN', 'CD', 'NNP', 'CD']","['ROOT', 'prep', 'nummod', 'pobj', 'nummod']","['', '', 'DATE', 'DATE', 'DATE']","{'demonstration': 0.17007494906527887, 'june': 1.0}","['demonstration', 'june']",sports
Armagh rail disaster,3,20,"[('Armagh', 'rail'), ('rail', 'disaster')]","['Armagh', 'rail', 'disaster']","['PROPN', 'NOUN', 'NOUN']","['NNP', 'NN', 'NN']","['compound', 'compound', 'ROOT']","['GPE', '', '']","{'armagh': 0.042568333670766026, 'rail': 0.8215783883353112, 'disaster': 1.0}","['armagh', 'rail', 'disaster']",environment
2015 Chapel Hill shooting,4,25,"[('2015', 'Chapel'), ('Chapel', 'Hill'), ('Hill', 'shooting')]","['2015', 'Chapel', 'Hill', 'shooting']","['NUM', 'PROPN', 'PROPN', 'NOUN']","['CD', 'NNP', 'NNP', 'NN']","['nummod', 'compound', 'compound', 'ROOT']","['DATE', 'FAC', 'FAC', '']","{'chapel_hill': 0.19527886441129136, 'shooting': 1.0}","['chapel_hill', 'shooting']",crime
Sinking of the RMS Lusitania,5,28,"[('Sinking', 'of'), ('of', 'the'), ('the', 'RMS'), ('RMS', 'Lusitania')]","['sink', 'of', 'the', 'RMS', 'Lusitania']","['VERB', 'ADP', 'DET', 'PROPN', 'PROPN']","['VBG', 'IN', 'DT', 'NNP', 'NNP']","['ROOT', 'prep', 'det', 'compound', 'pobj']","['', '', '', '', '']","{'sinking': 1.0, 'rms': 0.362464846970281, 'lusitania': 0.1900776962158086}","['sinking', 'rms', 'lusitania']",environment
1740 Batavia massacre,3,21,"[('1740', 'Batavia'), ('Batavia', 'massacre')]","['1740', 'Batavia', 'massacre']","['NUM', 'PROPN', 'NOUN']","['CD', 'NNP', 'NN']","['nummod', 'compound', 'ROOT']","['CARDINAL', 'GPE', '']","{'batavia': 0.0328794895679019, 'massacre': 1.0}","['batavia', 'massacre']",crime
Beer Hall Putsch,3,16,"[('Beer', 'Hall'), ('Hall', 'Putsch')]","['Beer', 'Hall', 'Putsch']","['PROPN', 'PROPN', 'PROPN']","['NNP', 'NNP', 'NNP']","['compound', 'compound', 'ROOT']","['ORG', 'ORG', 'ORG']","{'beer_hall': 0.7018007668483275, 'putsch': 1.0}","['beer_hall', 'putsch']",entertainment
2011 Indian anti-corruption movement,4,36,"[('2011', 'Indian'), ('Indian', 'anti-corruption'), ('anti-corruption', 'movement')]","['2011', 'indian', 'anti', 'corruption', 'movement']","['NUM', 'ADJ', 'ADJ', 'ADJ', 'NOUN']","['CD', 'JJ', 'JJ', 'JJ', 'NN']","['nummod', 'amod', 'amod', 'amod', 'ROOT']","['DATE', 'NORP', '', '', '']","{'indian': 1.0, 'anti': 0.20952857164852073, 'corruption': 0.08274066243154203, 'movement': 0.4112121482765692}","['indian', 'anti', 'corruption', 'movement']",entertainment
Cerro Maravilla murders,3,23,"[('Cerro', 'Maravilla'), ('Maravilla', 'murders')]","['Cerro', 'Maravilla', 'murder']","['PROPN', 'PROPN', 'VERB']","['NNP', 'NNP', 'VBZ']","['compound', 'nsubj', 'ROOT']","['ORG', 'ORG', '']","{'cerro_maravilla': 0.12218061001026197, 'murders': 1.0}","['cerro_maravilla', 'murders']",crime
1974 Arab League summit,4,23,"[('1974', 'Arab'), ('Arab', 'League'), ('League', 'summit')]","['1974', 'Arab', 'League', 'summit']","['NUM', 'PROPN', 'PROPN', 'NOUN']","['CD', 'NNP', 'NNP', 'NN']","['nummod', 'compound', 'compound', 'ROOT']","['DATE', 'ORG', 'ORG', '']","{'arab': 0.19903862282364485, 'league': 1.0, 'summit': 0.1618649271684242}","['arab', 'league', 'summit']",sports
2013 FIFA Ballon d'Or,4,21,"[('2013', 'FIFA'), ('FIFA', 'Ballon'), ('Ballon', ""d'Or"")]","['2013', 'FIFA', 'Ballon', ""d'Or""]","['NUM', 'PROPN', 'PROPN', 'PROPN']","['CD', 'NNP', 'NNP', 'NNP']","['nummod', 'compound', 'compound', 'ROOT']","['DATE', '', 'FAC', 'FAC']","{'fifa': 1.0, 'ballon': 0.20166481366856695}","['fifa', 'ballon']",sports
Siege of Kehl (1796–97),4,23,"[('Siege', 'of'), ('of', 'Kehl'), ('Kehl', '('), ('(', '1796–97'), ('1796–97', ')')]","['siege', 'of', 'Kehl', '1796–97']","['NOUN', 'ADP', 'PROPN', 'NUM']","['NN', 'IN', 'NNP', 'CD']","['ROOT', 'prep', 'pobj', 'appos']","['', '', '', '']","{'siege': 1.0, 'kehl': 0.03427578466032544}","['siege', 'kehl']",crime
Malaysia Airlines Flight 17,4,27,"[('Malaysia', 'Airlines'), ('Airlines', 'Flight'), ('Flight', '17')]","['Malaysia', 'Airlines', 'Flight', '17']","['PROPN', 'PROPN', 'PROPN', 'NUM']","['NNP', 'NNP', 'NNP', 'CD']","['compound', 'compound', 'ROOT', 'nummod']","['ORG', 'ORG', 'PRODUCT', 'PRODUCT']","{'malaysia': 0.06428152294631725, 'airlines': 0.4166907614656194, 'flight': 1.0}","['malaysia', 'airlines', 'flight']",travel
2009 Hong Kong Cricket Sixes,5,28,"[('2009', 'Hong'), ('Hong', 'Kong'), ('Kong', 'Cricket'), ('Cricket', 'Sixes')]","['2009', 'Hong', 'Kong', 'Cricket', 'Sixes']","['NUM', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","['CD', 'NNP', 'NNP', 'NNP', 'NNPS']","['nummod', 'compound', 'compound', 'compound', 'ROOT']","['DATE', 'GPE', 'GPE', '', '']","{'hong_kong': 0.25585157621074245, 'cricket': 1.0, 'sixes': 0.045768477970895616}","['hong_kong', 'cricket', 'sixes']",sports
January 2011 Rio de Janeiro floods and mudslides,8,48,"[('January', '2011'), ('2011', 'Rio'), ('Rio', 'de'), ('de', 'Janeiro'), ('Janeiro', 'floods'), ('floods', 'and'), ('and', 'mudslides')]","['January', '2011', 'Rio', 'de', 'Janeiro', 'flood', 'and', 'mudslide']","['PROPN', 'NUM', 'PROPN', 'PROPN', 'PROPN', 'NOUN', 'CCONJ', 'NOUN']","['NNP', 'CD', 'NNP', 'NNP', 'NNP', 'NNS', 'CC', 'NNS']","['ROOT', 'nummod', 'compound', 'compound', 'compound', 'appos', 'cc', 'conj']","['DATE', 'DATE', 'GPE', 'GPE', 'GPE', '', '', '']","{'january': 0.5210475126576561, 'rio': 0.21757381088202876, 'de_janeiro': 0.37018116691923647, 'floods': 1.0, 'mudslides': 0.0952481360039666}","['january', 'rio', 'de_janeiro', 'floods', 'mudslides']",environment
First conflict in the Goryeo–Khitan War,6,39,"[('First', 'conflict'), ('conflict', 'in'), ('in', 'the'), ('the', 'Goryeo–Khitan'), ('Goryeo–Khitan', 'War')]","['first', 'conflict', 'in', 'the', 'Goryeo', '–', 'Khitan', 'War']","['ADJ', 'NOUN', 'ADP', 'DET', 'PROPN', 'PUNCT', 'PROPN', 'PROPN']","['JJ', 'NN', 'IN', 'DT', 'NNP', ':', 'NNP', 'NNP']","['amod', 'ROOT', 'prep', 'det', 'nmod', 'punct', 'compound', 'pobj']","['ORDINAL', '', '', '', 'NORP', '', '', '']","{'conflict': 0.14367842706251002, 'goryeo': 0.006248761139846506, 'khitan': 0.006248761139846506, 'war': 1.0}","['conflict', 'goryeo', 'khitan', 'war']",politics
Al-Qaeda insurgency in Yemen,4,28,"[('Al-Qaeda', 'insurgency'), ('insurgency', 'in'), ('in', 'Yemen')]","['Al', 'Qaeda', 'insurgency', 'in', 'Yemen']","['PROPN', 'PROPN', 'NOUN', 'ADP', 'PROPN']","['NNP', 'NNP', 'NN', 'IN', 'NNP']","['compound', 'compound', 'ROOT', 'prep', 'pobj']","['ORG', 'ORG', '', '', 'GPE']","{'al_qaeda': 0.3928067024169665, 'insurgency': 1.0, 'yemen': 0.3074439878209562}","['al_qaeda', 'insurgency', 'yemen']",crime
2015–16 Ranji Trophy,3,20,"[('2015–16', 'Ranji'), ('Ranji', 'Trophy')]","['2015–16', 'Ranji', 'Trophy']","['NUM', 'PROPN', 'PROPN']","['CD', 'NNP', 'NNP']","['nummod', 'compound', 'ROOT']","['', '', '']",{'ranji_trophy': 1.0},['ranji_trophy'],sports
Safra massacre,2,14,"[('Safra', 'massacre')]","['Safra', 'massacre']","['PROPN', 'NOUN']","['NNP', 'NN']","['compound', 'ROOT']","['PERSON', '']","{'safra': 0.022857706336933035, 'massacre': 1.0}","['safra', 'massacre']",crime
Southwest Cay,2,13,"[('Southwest', 'Cay')]","['Southwest', 'Cay']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['LOC', 'LOC']",{'southwest_cay': 1.0},['southwest_cay'],travel
1992 Men's World Ice Hockey Championships,6,41,"[('1992', 'Men'), ('Men', ""'s""), (""'s"", 'World'), ('World', 'Ice'), ('Ice', 'Hockey'), ('Hockey', 'Championships')]","['1992', 'Men', ""'s"", 'World', 'Ice', 'Hockey', 'Championships']","['NUM', 'PROPN', 'PART', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","['CD', 'NNPS', 'POS', 'NNP', 'NNP', 'NNP', 'NNPS']","['nummod', 'poss', 'case', 'compound', 'compound', 'compound', 'ROOT']","['DATE', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG']","{'men': 0.20143118745937127, 'world': 1.0, 'ice': 0.18198725523802026, 'hockey': 0.23962736724492698, 'championships': 0.2812296639448327}","['men', 'world', 'ice', 'hockey', 'championships']",environment
Wounded Knee Massacre,3,21,"[('Wounded', 'Knee'), ('Knee', 'Massacre')]","['wound', 'knee', 'massacre']","['VERB', 'NOUN', 'NOUN']","['VBN', 'NN', 'NN']","['amod', 'compound', 'ROOT']","['', '', '']","{'wounded': 0.033440630580844205, 'knee': 0.033440630580844205, 'massacre': 1.0}","['wounded', 'knee', 'massacre']",crime
1987 Munster Senior Hurling Championship Final,6,46,"[('1987', 'Munster'), ('Munster', 'Senior'), ('Senior', 'Hurling'), ('Hurling', 'Championship'), ('Championship', 'Final')]","['1987', 'Munster', 'Senior', 'Hurling', 'Championship', 'Final']","['NUM', 'PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","['CD', 'NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['nummod', 'compound', 'compound', 'compound', 'compound', 'ROOT']","['DATE', '', '', '', '', '']","{'munster': 0.016167058729320886, 'senior': 0.046660981689405134, 'hurling': 0.031219706307669362, 'championship': 0.8027987426775991, 'final': 1.0}","['munster', 'senior', 'hurling', 'championship', 'final']",sports
Eritrean War of Independence,4,28,"[('Eritrean', 'War'), ('War', 'of'), ('of', 'Independence')]","['eritrean', 'War', 'of', 'independence']","['ADJ', 'PROPN', 'ADP', 'NOUN']","['JJ', 'NNP', 'IN', 'NN']","['amod', 'ROOT', 'prep', 'pobj']","['EVENT', 'EVENT', 'EVENT', 'EVENT']","{'eritrean_war': 1.0, 'independence': 0.18152544998904033}","['eritrean_war', 'independence']",politics
1876 Scotland v Wales football match,6,36,"[('1876', 'Scotland'), ('Scotland', 'v'), ('v', 'Wales'), ('Wales', 'football'), ('football', 'match')]","['1876', 'Scotland', 'v', 'Wales', 'football', 'match']","['NUM', 'PROPN', 'ADP', 'PROPN', 'NOUN', 'NOUN']","['CD', 'NNP', 'IN', 'NNP', 'NN', 'NN']","['nummod', 'nmod', 'prep', 'pobj', 'compound', 'ROOT']","['DATE', 'GPE', '', 'GPE', '', '']","{'scotland': 0.16702273643117796, 'v': 0.0, 'wales': 0.2688596472945213, 'football': 1.0, 'match': 0.13275394546314645}","['scotland', 'v', 'wales', 'football', 'match']",sports
French Riviera Marathon,3,23,"[('French', 'Riviera'), ('Riviera', 'Marathon')]","['French', 'Riviera', 'Marathon']","['PROPN', 'PROPN', 'PROPN']","['NNP', 'NNP', 'NNP']","['compound', 'compound', 'ROOT']","['NORP', 'ORG', 'ORG']","{'french': 0.34461342274551265, 'riviera': 0.04152799102082536, 'marathon': 1.0}","['french', 'riviera', 'marathon']",sports
Operation Zarb-e-Azb,2,20,"[('Operation', 'Zarb-e-Azb')]","['Operation', 'Zarb', 'e', 'azb']","['PROPN', 'PROPN', 'PROPN', 'NOUN']","['NNP', 'NNP', 'NNP', 'NN']","['compound', 'compound', 'ROOT', 'appos']","['', 'PERSON', 'PERSON', 'PERSON']","{'operation': 1.0, 'zarb': 0.008669032266925352, 'e': 0.0, 'azb': 0.008669032266925352}","['operation', 'zarb', 'e', 'azb']",international
1988 UCI Road World Championships,5,33,"[('1988', 'UCI'), ('UCI', 'Road'), ('Road', 'World'), ('World', 'Championships')]","['1988', 'UCI', 'Road', 'World', 'Championships']","['NUM', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","['CD', 'NNP', 'NNP', 'NNP', 'NNPS']","['nummod', 'compound', 'compound', 'compound', 'ROOT']","['DATE', '', '', 'EVENT', 'EVENT']","{'uci': 0.022985465039980935, 'road': 0.14074767587565773, 'world': 1.0, 'championships': 0.2812296639448327}","['uci', 'road', 'world', 'championships']",environment
Great Hanshin earthquake,3,24,"[('Great', 'Hanshin'), ('Hanshin', 'earthquake')]","['Great', 'Hanshin', 'earthquake']","['PROPN', 'PROPN', 'NOUN']","['NNP', 'NNP', 'NN']","['compound', 'compound', 'ROOT']","['', '', '']","{'great': 0.5261208124022426, 'hanshin': 0.03384171672086853, 'earthquake': 1.0}","['great', 'hanshin', 'earthquake']",environment
March 2011 Peshawar bombing,4,27,"[('March', '2011'), ('2011', 'Peshawar'), ('Peshawar', 'bombing')]","['March', '2011', 'Peshawar', 'bombing']","['PROPN', 'NUM', 'PROPN', 'NOUN']","['NNP', 'CD', 'NNP', 'NN']","['nmod', 'nummod', 'compound', 'ROOT']","['DATE', 'DATE', 'GPE', '']","{'march': 0.4264372403183581, 'peshawar': 0.06352914871973726, 'bombing': 1.0}","['march', 'peshawar', 'bombing']",crime
2008 Euro Beach Soccer League,5,29,"[('2008', 'Euro'), ('Euro', 'Beach'), ('Beach', 'Soccer'), ('Soccer', 'League')]","['2008', 'Euro', 'Beach', 'Soccer', 'League']","['NUM', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","['CD', 'NNP', 'NNP', 'NNP', 'NNP']","['nummod', 'compound', 'compound', 'compound', 'ROOT']","['DATE', 'ORG', 'ORG', 'ORG', 'ORG']","{'euro': 0.1228846224024539, 'beach': 0.18273388712480362, 'soccer': 0.08761511481874981, 'league': 1.0}","['euro', 'beach', 'soccer', 'league']",sports
1971 Bangladesh genocide,3,24,"[('1971', 'Bangladesh'), ('Bangladesh', 'genocide')]","['1971', 'Bangladesh', 'genocide']","['NUM', 'PROPN', 'NOUN']","['CD', 'NNP', 'NN']","['nummod', 'compound', 'ROOT']","['DATE', 'GPE', '']","{'bangladesh': 1.0, 'genocide': 0.6553976927366709}","['bangladesh', 'genocide']",international
Battle of Brunnbäck Ferry,4,25,"[('Battle', 'of'), ('of', 'Brunnbäck'), ('Brunnbäck', 'Ferry')]","['Battle', 'of', 'Brunnbäck', 'Ferry']","['PROPN', 'ADP', 'PROPN', 'PROPN']","['NNP', 'IN', 'NNP', 'NNP']","['ROOT', 'prep', 'compound', 'pobj']","['', '', 'GPE', '']","{'battle': 1.0, 'brunnbäck_ferry': 0.016819263832374972}","['battle', 'brunnbäck_ferry']",politics
Hurricane Frederic,2,18,"[('Hurricane', 'Frederic')]","['Hurricane', 'Frederic']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['EVENT', 'EVENT']","{'hurricane': 1.0, 'frederic': 0.009561107776258407}","['hurricane', 'frederic']",travel
Marburg's Bloody Sunday,3,23,"[('Marburg', ""'s""), (""'s"", 'Bloody'), ('Bloody', 'Sunday')]","['Marburg', ""'s"", 'Bloody', 'Sunday']","['PROPN', 'PART', 'PROPN', 'PROPN']","['NNP', 'POS', 'NNP', 'NNP']","['poss', 'case', 'compound', 'ROOT']","['GPE', '', '', 'DATE']","{'marburg': 0.15912871523922334, 'bloody': 0.8291560294306085, 'sunday': 1.0}","['marburg', 'bloody', 'sunday']",crime
2011–12 Plunket Shield season,4,29,"[('2011–12', 'Plunket'), ('Plunket', 'Shield'), ('Shield', 'season')]","['2011–12', 'Plunket', 'Shield', 'season']","['NUM', 'PROPN', 'PROPN', 'NOUN']","['CD', 'NNP', 'NNP', 'NN']","['nummod', 'compound', 'compound', 'ROOT']","['DATE', '', '', '']","{'plunket': 0.07832021660572719, 'shield': 1.0, 'season': 0.9953371326931048}","['plunket', 'shield', 'season']",sports
Claudy bombing,2,14,"[('Claudy', 'bombing')]","['Claudy', 'bombing']","['PROPN', 'NOUN']","['NNP', 'NN']","['compound', 'ROOT']","['PRODUCT', '']","{'claudy': 0.030228014261478454, 'bombing': 1.0}","['claudy', 'bombing']",crime
Air China Flight 129,4,20,"[('Air', 'China'), ('China', 'Flight'), ('Flight', '129')]","['Air', 'China', 'Flight', '129']","['PROPN', 'PROPN', 'PROPN', 'NUM']","['NNP', 'NNP', 'NNP', 'CD']","['compound', 'compound', 'ROOT', 'nummod']","['ORG', 'ORG', 'ORG', 'CARDINAL']","{'air_china': 0.25113351906455617, 'flight': 1.0}","['air_china', 'flight']",travel
Boxers Tour,2,11,"[('Boxers', 'Tour')]","['boxer', 'Tour']","['NOUN', 'PROPN']","['NNS', 'NNP']","['compound', 'ROOT']","['', '']","{'boxers': 0.01324755384542055, 'tour': 1.0}","['boxers', 'tour']",travel
Long Run massacre,3,17,"[('Long', 'Run'), ('Run', 'massacre')]","['Long', 'run', 'massacre']","['PROPN', 'VERB', 'NOUN']","['NNP', 'VBP', 'NN']","['advmod', 'ROOT', 'dobj']","['', '', '']","{'long': 0.07760887117330631, 'run': 0.11399091914364773, 'massacre': 1.0}","['long', 'run', 'massacre']",crime
Croquet at the 1900 Summer Olympics,6,35,"[('Croquet', 'at'), ('at', 'the'), ('the', '1900'), ('1900', 'Summer'), ('Summer', 'Olympics')]","['Croquet', 'at', 'the', '1900', 'Summer', 'Olympics']","['PROPN', 'ADP', 'DET', 'NUM', 'PROPN', 'PROPN']","['NNP', 'IN', 'DT', 'CD', 'NNP', 'NNPS']","['ROOT', 'prep', 'det', 'nummod', 'compound', 'pobj']","['ORG', '', 'DATE', 'DATE', '', '']","{'croquet': 0.041242580435831615, 'summer': 1.0, 'olympics': 0.9147753520699299}","['croquet', 'summer', 'olympics']",sports
Dubliners 50 Years Anniversary Tour,5,35,"[('Dubliners', '50'), ('50', 'Years'), ('Years', 'Anniversary'), ('Anniversary', 'Tour')]","['dubliner', '50', 'year', 'Anniversary', 'Tour']","['NOUN', 'NUM', 'NOUN', 'PROPN', 'PROPN']","['NNS', 'CD', 'NNS', 'NNP', 'NNP']","['ROOT', 'nummod', 'compound', 'compound', 'appos']","['', 'DATE', 'DATE', 'DATE', '']","{'dubliners': 0.007675652974316016, 'years_anniversary': 0.04521872492648363, 'tour': 1.0}","['dubliners', 'years_anniversary', 'tour']",travel
Book of Love 2001 Club Tour,6,27,"[('Book', 'of'), ('of', 'Love'), ('Love', '2001'), ('2001', 'Club'), ('Club', 'Tour')]","['book', 'of', 'Love', '2001', 'Club', 'Tour']","['NOUN', 'ADP', 'PROPN', 'NUM', 'PROPN', 'PROPN']","['NN', 'IN', 'NNP', 'CD', 'NNP', 'NNP']","['ROOT', 'prep', 'pobj', 'nummod', 'compound', 'appos']","['', '', '', '', '', '']","{'book': 0.03260664724970225, 'love': 0.03485770562908522, 'club': 0.03663900238540042, 'tour': 1.0}","['book', 'love', 'club', 'tour']",travel
Final Symphony,2,14,"[('Final', 'Symphony')]","['final', 'symphony']","['ADJ', 'NOUN']","['JJ', 'NN']","['amod', 'ROOT']","['', '']","{'final': 1.0, 'symphony': 0.06608061084524239}","['final', 'symphony']",international
Hey Cruel World... Tour,4,23,"[('Hey', 'Cruel'), ('Cruel', 'World'), ('World', '...'), ('...', 'Tour')]","['hey', 'cruel', 'world', '...', 'tour']","['INTJ', 'ADJ', 'NOUN', 'PUNCT', 'VERB']","['UH', 'JJ', 'NN', ':', 'VB']","['intj', 'amod', 'ROOT', 'punct', 'ROOT']","['', '', '', '', '']","{'cruel': 0.00929559051292444, 'world': 0.7396629360834748, 'tour': 1.0}","['cruel', 'world', 'tour']",environment
Indonesia AirAsia Flight 8501,4,29,"[('Indonesia', 'AirAsia'), ('AirAsia', 'Flight'), ('Flight', '8501')]","['Indonesia', 'AirAsia', 'Flight', '8501']","['PROPN', 'PROPN', 'PROPN', 'NUM']","['NNP', 'NNP', 'NNP', 'CD']","['compound', 'compound', 'ROOT', 'nummod']","['GPE', 'WORK_OF_ART', 'WORK_OF_ART', 'CARDINAL']","{'indonesia': 0.0336848025382951, 'airasia': 0.011429184363324432, 'flight': 1.0}","['indonesia', 'airasia', 'flight']",travel
Sarò libera,2,12,"[('Sarò', 'libera')]","['Sarò', 'libera']","['PROPN', 'NOUN']","['NNP', 'NN']","['ROOT', 'punct']","['', '']","{'sarò': 0.0, 'libera': 1.0}","['sarò', 'libera']",politics
Air Algérie Flight 5017,4,23,"[('Air', 'Algérie'), ('Algérie', 'Flight'), ('Flight', '5017')]","['Air', 'Algérie', 'Flight', '5017']","['PROPN', 'PROPN', 'PROPN', 'NUM']","['NNP', 'NNP', 'NNP', 'CD']","['compound', 'compound', 'ROOT', 'nummod']","['ORG', 'ORG', 'ORG', '']","{'air': 0.447319510559561, 'algérie': 0.02412240265323037, 'flight': 1.0}","['air', 'algérie', 'flight']",travel
Battle of San Francisco de Malabon,6,34,"[('Battle', 'of'), ('of', 'San'), ('San', 'Francisco'), ('Francisco', 'de'), ('de', 'Malabon')]","['Battle', 'of', 'San', 'Francisco', 'de', 'Malabon']","['PROPN', 'ADP', 'PROPN', 'PROPN', 'ADP', 'PROPN']","['NNP', 'IN', 'NNP', 'NNP', 'IN', 'NNP']","['ROOT', 'prep', 'compound', 'compound', 'compound', 'pobj']","['', '', 'GPE', 'GPE', 'GPE', 'GPE']","{'battle': 1.0, 'san_francisco_de_malabon': 0.04555581173701631}","['battle', 'san_francisco_de_malabon']",politics
Pasta de Conchos mine disaster,5,30,"[('Pasta', 'de'), ('de', 'Conchos'), ('Conchos', 'mine'), ('mine', 'disaster')]","['Pasta', 'de', 'Conchos', 'mine', 'disaster']","['PROPN', 'PROPN', 'PROPN', 'NOUN', 'NOUN']","['NNP', 'NNP', 'NNP', 'NN', 'NN']","['nmod', 'nmod', 'compound', 'compound', 'ROOT']","['ORG', 'ORG', 'ORG', '', '']","{'pasta': 0.03038708476981978, 'conchos': 0.03038708476981978, 'disaster': 1.0}","['pasta', 'conchos', 'disaster']",environment
